"word","freq"
"Antenniferous tubercle and first antennal","Antenniferous tubercle and first antennal","  1"
"Antenniferous tubercle situated","Antenniferous tubercle situated","  1"
"Antenniferous tubercle situated at","Antenniferous tubercle situated at","  1"
"Antenniferous tubercle situated at level","Antenniferous tubercle situated at level","  1"
"Antenniferous tubercles","Antenniferous tubercles"," 92"
"Antenniferous tubercles adjacent","Antenniferous tubercles adjacent","  1"
"Antenniferous tubercles adjacent to","Antenniferous tubercles adjacent to","  1"
"Antenniferous tubercles adjacent to anterior","Antenniferous tubercles adjacent to anterior","  1"
"Antenniferous tubercles as","Antenniferous tubercles as","  1"
"Antenniferous tubercles as shown","Antenniferous tubercles as shown","  1"
"Antenniferous tubercles as shown in","Antenniferous tubercles as shown in","  1"
"Antenniferous tubercles closer","Antenniferous tubercles closer","  1"
"Antenniferous tubercles closer to","Antenniferous tubercles closer to","  1"
"Antenniferous tubercles closer to eyes","Antenniferous tubercles closer to eyes","  1"
"Antenniferous tubercles dark","Antenniferous tubercles dark","  1"
"Antenniferous tubercles dark with","Antenniferous tubercles dark with","  1"
"Antenniferous tubercles dark with pronounced","Antenniferous tubercles dark with pronounced","  1"
"Antenniferous tubercles inserted","Antenniferous tubercles inserted"," 14"
"Antenniferous tubercles inserted at","Antenniferous tubercles inserted at","  5"
"Antenniferous tubercles inserted at center","Antenniferous tubercles inserted at center","  2"
"Antenniferous tubercles inserted at middle","Antenniferous tubercles inserted at middle","  2"
"Antenniferous tubercles inserted at or","Antenniferous tubercles inserted at or","  1"
"Antenniferous tubercles inserted close","Antenniferous tubercles inserted close","  1"
"Antenniferous tubercles inserted close to","Antenniferous tubercles inserted close to","  1"
"Antenniferous tubercles inserted distinctly","Antenniferous tubercles inserted distinctly","  1"
"Antenniferous tubercles inserted distinctly behind","Antenniferous tubercles inserted distinctly behind","  1"
"Antenniferous tubercles inserted near","Antenniferous tubercles inserted near","  1"
"Antenniferous tubercles inserted near anterior","Antenniferous tubercles inserted near anterior","  1"
"Antenniferous tubercles inserted slightly","Antenniferous tubercles inserted slightly","  6"
"Antenniferous tubercles inserted slightly behind","Antenniferous tubercles inserted slightly behind","  6"
"Antenniferous tubercles located","Antenniferous tubercles located","  3"
"Antenniferous tubercles located at","Antenniferous tubercles located at","  2"
"Antenniferous tubercles located at center","Antenniferous tubercles located at center","  1"
"Antenniferous tubercles located at middle","Antenniferous tubercles located at middle","  1"
"Antenniferous tubercles located behind","Antenniferous tubercles located behind","  1"
"Antenniferous tubercles located behind center","Antenniferous tubercles located behind center","  1"
"Antenniferous tubercles relatively","Antenniferous tubercles relatively","  1"
"Antenniferous tubercles relatively slender","Antenniferous tubercles relatively slender","  1"
"Antenniferous tubercles relatively slender situated","Antenniferous tubercles relatively slender situated","  1"
"Antenniferous tubercles short","Antenniferous tubercles short","  5"
"Antenniferous tubercles short antennal","Antenniferous tubercles short antennal","  1"
"Antenniferous tubercles short antennal insertion","Antenniferous tubercles short antennal insertion","  1"
"Antenniferous tubercles short insertion","Antenniferous tubercles short insertion","  1"
"Antenniferous tubercles short insertion of","Antenniferous tubercles short insertion of","  1"
"Antenniferous tubercles short situated","Antenniferous tubercles short situated","  3"
"Antenniferous tubercles short situated slightly","Antenniferous tubercles short situated slightly","  3"
"Antenniferous tubercles situated","Antenniferous tubercles situated"," 47"
"Antenniferous tubercles situated at","Antenniferous tubercles situated at"," 16"
"Antenniferous tubercles situated at center","Antenniferous tubercles situated at center","  5"
"Antenniferous tubercles situated at level","Antenniferous tubercles situated at level","  2"
"Antenniferous tubercles situated at middle","Antenniferous tubercles situated at middle","  7"
"Antenniferous tubercles situated at or","Antenniferous tubercles situated at or","  2"
"Antenniferous tubercles situated before","Antenniferous tubercles situated before","  1"
"Antenniferous tubercles situated before middle","Antenniferous tubercles situated before middle","  1"
"Antenniferous tubercles situated behind","Antenniferous tubercles situated behind","  2"
"Antenniferous tubercles situated behind middle","Antenniferous tubercles situated behind middle","  2"
"Antenniferous tubercles situated close","Antenniferous tubercles situated close","  1"
"Antenniferous tubercles situated close to","Antenniferous tubercles situated close to","  1"
"Antenniferous tubercles situated closer","Antenniferous tubercles situated closer","  1"
"Antenniferous tubercles situated closer to","Antenniferous tubercles situated closer to","  1"
"Antenniferous tubercles situated on","Antenniferous tubercles situated on","  3"
"Antenniferous tubercles situated on basal","Antenniferous tubercles situated on basal","  1"
"Antenniferous tubercles situated on posterior","Antenniferous tubercles situated on posterior","  2"
"Antenniferous tubercles situated slightly","Antenniferous tubercles situated slightly"," 23"
"Antenniferous tubercles situated slightly behind","Antenniferous tubercles situated slightly behind"," 21"
"Antenniferous tubercles situated slightly bel","Antenniferous tubercles situated slightly bel","  1"
"Antenniferous tubercles situated slightly beyond","Antenniferous tubercles situated slightly beyond","  1"
"Antenniferous tubercles subcylindrical","Antenniferous tubercles subcylindrical","  1"
"Antenniferous tubercles subcylindrical comparatively","Antenniferous tubercles subcylindrical comparatively","  1"
"Antenniferous tubercles subcylindrical comparatively elongate","Antenniferous tubercles subcylindrical comparatively elongate","  1"
"Antenniferous tubercles unusually","Antenniferous tubercles unusually","  1"
"Antenniferous tubercles unusually long","Antenniferous tubercles unusually long","  1"
"Antenniferous tubercles unusually long and","Antenniferous tubercles unusually long and","  1"
"Antenniferous tubercles very","Antenniferous tubercles very","  2"
"Antenniferous tubercles very short","Antenniferous tubercles very short","  2"
"Antenniferous tubercles very short adjoining","Antenniferous tubercles very short adjoining","  1"
"Antenniferous tubercles very short with","Antenniferous tubercles very short with","  1"
"Antenniferous tubercles with","Antenniferous tubercles with","  5"
"Antenniferous tubercles with apicolateral","Antenniferous tubercles with apicolateral","  1"
"Antenniferous tubercles with apicolateral spinelike","Antenniferous tubercles with apicolateral spinelike","  1"
"Antenniferous tubercles with obsolescent","Antenniferous tubercles with obsolescent","  1"
"Antenniferous tubercles with obsolescent apicolateral","Antenniferous tubercles with obsolescent apicolateral","  1"
"Antenniferous tubercles with small","Antenniferous tubercles with small","  2"
"Antenniferous tubercles with small but","Antenniferous tubercles with small but","  2"
"Antenniferous tubercles with very","Antenniferous tubercles with very","  1"
"Antenniferous tubercles with very small","Antenniferous tubercles with very small","  1"
"Antenniferous tubercles without","Antenniferous tubercles without","  9"
"Antenniferous tubercles without apical","Antenniferous tubercles without apical","  3"
"Antenniferous tubercles without apical spinelike","Antenniferous tubercles without apical spinelike","  3"
"Antenniferous tubercles without apicoexternal","Antenniferous tubercles without apicoexternal","  1"
"Antenniferous tubercles without apicoexternal process","Antenniferous tubercles without apicoexternal process","  1"
"Antenniferous tubercles without apicolateral","Antenniferous tubercles without apicolateral","  5"
"Antenniferous tubercles without apicolateral process","Antenniferous tubercles without apicolateral process","  4"
"Antenniferous tubercles without apicolateral projection","Antenniferous tubercles without apicolateral projection","  1"
"Anteocular","Anteocular","111"
"Anteocular portion","Anteocular portion","  1"
"Anteocular portion of","Anteocular portion of","  1"
"Anteocular portion of head","Anteocular portion of head","  1"
"Anteocular portion of head with","Anteocular portion of head with","  1"
"Anteocular region","Anteocular region","110"
"Anteocular region about","Anteocular region about"," 20"
"Anteocular region about ","Anteocular region about ","  1"
"Anteocular region about  ","Anteocular region about  ","  1"
"Anteocular region about onefourth","Anteocular region about onefourth","  1"
"Anteocular region about onefourth longer","Anteocular region about onefourth longer","  1"
"Anteocular region about three","Anteocular region about three"," 11"
"Anteocular region about three times","Anteocular region about three times"," 11"
"Anteocular region about twice","Anteocular region about twice","  4"
"Anteocular region about twice as","Anteocular region about twice as","  4"
"Anteocular region about two","Anteocular region about two","  3"
"Anteocular region about two and","Anteocular region about two and","  3"
"Anteocular region almost","Anteocular region almost","  1"
"Anteocular region almost three","Anteocular region almost three","  1"
"Anteocular region almost three times","Anteocular region almost three times","  1"
"Anteocular region approximately","Anteocular region approximately","  6"
"Anteocular region approximately four","Anteocular region approximately four","  2"
"Anteocular region approximately four times","Anteocular region approximately four times","  2"
"Anteocular region approximately three","Anteocular region approximately three","  4"
"Anteocular region approximately three rarely","Anteocular region approximately three rarely","  1"
"Anteocular region approximately three times","Anteocular region approximately three times","  3"
"Anteocular region as","Anteocular region as","  1"
"Anteocular region as long","Anteocular region as long","  1"
"Anteocular region as long as","Anteocular region as long as","  1"
"Anteocular region between","Anteocular region between","  1"
"Anteocular region between three","Anteocular region between three","  1"
"Anteocular region between three and","Anteocular region between three and","  1"
"Anteocular region close","Anteocular region close","  1"
"Anteocular region close to","Anteocular region close to","  1"
"Anteocular region close to three","Anteocular region close to three","  1"
"Anteocular region five","Anteocular region five","  2"
"Anteocular region five times","Anteocular region five times","  2"
"Anteocular region five times as","Anteocular region five times as","  2"
"Anteocular region four","Anteocular region four"," 11"
"Anteocular region four times","Anteocular region four times","  9"
"Anteocular region four times as","Anteocular region four times as","  9"
"Anteocular region four to","Anteocular region four to","  2"
"Anteocular region four to five","Anteocular region four to five","  2"
"Anteocular region from","Anteocular region from"," 13"
"Anteocular region from ","Anteocular region from ","  1"
"Anteocular region from  ","Anteocular region from  ","  1"
"Anteocular region from three","Anteocular region from three","  5"
"Anteocular region from three to","Anteocular region from three to","  5"
"Anteocular region from two","Anteocular region from two","  7"
"Anteocular region from two and","Anteocular region from two and","  3"
"Anteocular region from two to","Anteocular region from two to","  4"
"Anteocular region in","Anteocular region in","  1"
"Anteocular region in most","Anteocular region in most","  1"
"Anteocular region in most species","Anteocular region in most species","  1"
"Anteocular region less","Anteocular region less","  2"
"Anteocular region less than","Anteocular region less than","  2"
"Anteocular region less than twice","Anteocular region less than twice","  2"
"Anteocular region more","Anteocular region more","  1"
"Anteocular region more than","Anteocular region more than","  1"
"Anteocular region more than twice","Anteocular region more than twice","  1"
"Anteocular region over","Anteocular region over","  2"
"Anteocular region over three","Anteocular region over three","  1"
"Anteocular region over three times","Anteocular region over three times","  1"
"Anteocular region over twice","Anteocular region over twice","  1"
"Anteocular region over twice as","Anteocular region over twice as","  1"
"Anteocular region slightly","Anteocular region slightly","  7"
"Anteocular region slightly less","Anteocular region slightly less","  3"
"Anteocular region slightly less than","Anteocular region slightly less than","  3"
"Anteocular region slightly more","Anteocular region slightly more","  1"
"Anteocular region slightly more than","Anteocular region slightly more than","  1"
"Anteocular region slightly over","Anteocular region slightly over","  3"
"Anteocular region slightly over three","Anteocular region slightly over three","  1"
"Anteocular region slightly over twice","Anteocular region slightly over twice","  2"
"Anteocular region somewhat","Anteocular region somewhat","  1"
"Anteocular region somewhat more","Anteocular region somewhat more","  1"
"Anteocular region somewhat more than","Anteocular region somewhat more than","  1"
"Anteocular region three","Anteocular region three"," 22"
"Anteocular region three and","Anteocular region three and","  1"
"Anteocular region three and onehalf","Anteocular region three and onehalf","  1"
"Anteocular region three times","Anteocular region three times"," 18"
"Anteocular region three times as","Anteocular region three times as"," 18"
"Anteocular region three to","Anteocular region three to","  3"
"Anteocular region three to four","Anteocular region three to four","  3"
"Anteocular region twice","Anteocular region twice","  7"
"Anteocular region twice as","Anteocular region twice as","  6"
"Anteocular region twice as long","Anteocular region twice as long","  6"
"Anteocular region twice or","Anteocular region twice or","  1"
"Anteocular region twice or slightly","Anteocular region twice or slightly","  1"
"Anteocular region two","Anteocular region two","  9"
"Anteocular region two and","Anteocular region two and","  9"
"Anteocular region two and onehalf","Anteocular region two and onehalf","  9"
"Anteocular region varying","Anteocular region varying","  2"
"Anteocular region varying from","Anteocular region varying from","  2"
